"index","obj","pred","sub","val"
"s-16968","disease-DS007466","hasIndication","drug-DB00457","1.0"
"s-20045","drug-DB01182","hasCommonIndication","drug-DB04957","1.0"
"s-03435","drug-DB04015","hasCommonProducer","drug-DB14165","0.0"
"s-15485","disease-DS004811","hasIndication","drug-DB05311","1.0"
"s-00671","drug-DB00388","hasCommonProducer","drug-DB00945","1.0"
"s-08654","drug-DB13950","interactsWith","drug-DB13679","0.0"
"s-00458","drug-DB14238","hasCommonProducer","drug-DB14237","1.0"
"s-14814","drug-DB13323","hasSameState","drug-DB04514","0.0"
"s-07171","drug-DB00620","interactsWith","drug-DB08804","1.0"
"s-11933","drug-DB10683","hasSameState","drug-DB01610","1.0"
"s-23983","drug-DB12032","hasCommonIndication","drug-DB03986","0.0"
"s-13331","drug-DB10882","hasSameState","drug-DB08436","0.0"
"s-10450","drug-DB02107","hasSameState","drug-DB10671","1.0"
"s-13118","drug-DB10989","hasSameState","drug-DB00214","0.0"
"s-05890","drug-DB04846","interactsWith","drug-DB01408","1.0"
"s-10237","drug-DB14701","hasSameState","drug-DB00729","1.0"
"s-22287","drug-DB11606","hasCommonIndication","drug-DB06689","1.0"
"s-05677","drug-DB05227","interactsWith","drug-DB00228","1.0"
"s-04194","drug-DB01459","hasCommonProducer","drug-DB00844","0.0"
"s-23110","drug-DB13191","hasCommonIndication","drug-DB13307","0.0"
"s-06500","drug-DB01445","interactsWith","drug-DB00422","1.0"
"s-18550","disease-DS001695","hasIndication","drug-DB02070","0.0"
"s-18337","disease-DS006117","hasIndication","drug-DB04943","0.0"
"s-21616","drug-DB00256","hasCommonIndication","drug-DB05945","1.0"
"s-20133","drug-DB00792","hasCommonIndication","drug-DB00902","1.0"
"s-03523","drug-DB08558","hasCommonProducer","drug-DB09342","0.0"
"s-15573","disease-DS001185","hasIndication","drug-DB06678","1.0"
"s-02040","drug-DB00158","hasCommonProducer","drug-DB14098","1.0"
"s-14090","drug-DB10905","hasSameState","drug-DB11756","0.0"
"s-08742","drug-DB00441","interactsWith","drug-DB06690","0.0"
"s-00546","drug-DB00152","hasCommonProducer","drug-DB14103","1.0"
"s-08529","drug-DB02828","interactsWith","drug-DB01545","0.0"
"s-12596","drug-DB11077","hasSameState","drug-DB07234","0.0"
"s-14902","drug-DB00010","hasSameState","drug-DB02857","0.0"
"s-07046","drug-DB09213","interactsWith","drug-DB12783","1.0"
"s-19096","disease-DS008609","hasIndication","drug-DB11876","0.0"
"s-11808","drug-DB07278","hasSameState","drug-DB07775","1.0"
"s-23858","drug-DB08140","hasCommonIndication","drug-DB12825","0.0"
"s-13206","drug-DB10804","hasSameState","drug-DB04562","0.0"
"s-10325","drug-DB07963","hasSameState","drug-DB09389","1.0"
"s-22375","drug-DB11256","hasCommonIndication","drug-DB01357","1.0"
"s-05765","drug-DB06685","interactsWith","drug-DB14541","1.0"
"s-04282","drug-DB03962","hasCommonProducer","drug-DB08941","0.0"
"s-19908","disease-DS010901","hasIndication","drug-DB12718","0.0"
"s-04069","drug-DB09106","hasCommonProducer","drug-DB08905","0.0"
"s-18425","disease-DS002006","hasIndication","drug-DB07315","0.0"
"s-02788","drug-DB00584","hasCommonProducer","drug-DB09333","0.0"
"s-21704","drug-DB00883","hasCommonIndication","drug-DB05296","1.0"
"s-09288","drug-DB04783","interactsWith","drug-DB09063","0.0"
"s-20221","drug-DB00842","hasCommonIndication","drug-DB04970","1.0"
"s-03611","drug-DB12019","hasCommonProducer","drug-DB00317","0.0"
"s-15661","disease-DS004103","hasIndication","drug-DB11595","1.0"
"s-20008","drug-DB00207","hasCommonIndication","drug-DB00827","1.0"
"s-15448","disease-DS002941","hasIndication","drug-DB01031","1.0"
"s-11084","drug-DB12765","hasSameState","drug-DB07928","1.0"
"s-08830","drug-DB13950","interactsWith","drug-DB01550","0.0"
"s-12684","drug-DB05121","hasSameState","drug-DB08014","0.0"
"s-00634","drug-DB00115","hasCommonProducer","drug-DB00158","1.0"
"s-08617","drug-DB08355","interactsWith","drug-DB00773","0.0"
"s-07134","drug-DB12141","interactsWith","drug-DB00700","1.0"
"s-19184","disease-DS001325","hasIndication","drug-DB07901","0.0"
"s-23946","drug-DB11994","hasCommonIndication","drug-DB05652","0.0"
"s-10413","drug-DB14339","hasSameState","drug-DB03473","1.0"
"s-22463","drug-DB00034","hasCommonIndication","drug-DB00069","1.0"
"s-05853","drug-DB00849","interactsWith","drug-DB00295","1.0"
"s-04370","drug-DB00649","hasCommonProducer","drug-DB07060","0.0"
"s-04157","drug-DB11720","hasCommonProducer","drug-DB02077","0.0"
"s-18513","disease-DS000107","hasIndication","drug-DB05253","0.0"
"s-20969","drug-DB05037","hasCommonIndication","drug-DB09054","1.0"
"s-17030","disease-DS007705","hasIndication","drug-DB09160","1.0"
"s-02876","drug-DB05295","hasCommonProducer","drug-DB10420","0.0"
"s-01393","drug-DB01390","hasCommonProducer","drug-DB00338","1.0"
"s-09376","drug-DB04783","interactsWith","drug-DB00864","0.0"
"s-15536","disease-DS009399","hasIndication","drug-DB06317","1.0"
"s-02003","drug-DB10319","hasCommonProducer","drug-DB10326","1.0"
"s-14053","drug-DB09546","hasSameState","drug-DB00305","0.0"
"s-11172","drug-DB09303","hasSameState","drug-DB00654","1.0"
"s-12772","drug-DB10872","hasSameState","drug-DB06144","0.0"
"s-00722","drug-DB10738","hasCommonProducer","drug-DB10737","1.0"
"s-06399","drug-DB00189","interactsWith","drug-DB00306","1.0"
"s-08705","drug-DB14165","interactsWith","drug-DB14043","0.0"
"s-00509","drug-DB10845","hasCommonProducer","drug-DB10846","1.0"
"s-12559","drug-DB10988","hasSameState","drug-DB01179","0.0"
"s-07222","drug-DB01241","interactsWith","drug-DB09274","1.0"
"s-19272","disease-DS005651","hasIndication","drug-DB03793","0.0"
"s-07009","drug-DB00111","interactsWith","drug-DB12089","1.0"
"s-19059","disease-DS000915","hasIndication","drug-DB03746","0.0"
"s-10501","drug-DB06702","hasSameState","drug-DB11962","1.0"
"s-22551","drug-DB05430","hasCommonIndication","drug-DB13912","0.0"
"s-05941","drug-DB01178","interactsWith","drug-DB06797","1.0"
"s-17991","disease-DS003872","hasIndication","drug-DB07512","0.0"
"s-22338","drug-DB00912","hasCommonIndication","drug-DB06155","1.0"
"s-05728","drug-DB11154","interactsWith","drug-DB00269","1.0"
"s-17778","disease-DS009228","hasIndication","drug-DB07025","0.0"
"s-04245","drug-DB07110","hasCommonProducer","drug-DB12696","0.0"
"s-16295","disease-DS001943","hasIndication","drug-DB00676","1.0"
"s-18601","disease-DS005618","hasIndication","drug-DB00717","0.0"
"s-02964","drug-DB14452","hasCommonProducer","drug-DB07617","0.0"
"s-01481","drug-DB00825","hasCommonProducer","drug-DB00476","1.0"
"s-09464","drug-DB08355","interactsWith","drug-DB00745","0.0"
"s-01268","drug-DB00869","hasCommonProducer","drug-DB00484","1.0"
"s-15624","disease-DS005500","hasIndication","drug-DB00804","1.0"
"s-24793","drug-DB10295","hasCommonIndication","drug-DB00114","0.0"
"s-14141","drug-DB12396","hasSameState","drug-DB02308","0.0"
"s-11260","drug-DB01243","hasSameState","drug-DB02366","1.0"
"s-11047","drug-DB08039","hasSameState","drug-DB06494","1.0"
"s-23097","drug-DB02057","hasCommonIndication","drug-DB07631","0.0"
"s-06487","drug-DB00960","interactsWith","drug-DB00328","1.0"
"s-00810","drug-DB09038","hasCommonProducer","drug-DB08882","1.0"
"s-12860","drug-DB13323","hasSameState","drug-DB06422","0.0"
"s-12647","drug-DB06692","hasSameState","drug-DB09409","0.0"
"s-07310","drug-DB08910","interactsWith","drug-DB00752","1.0"
"s-19360","disease-DS005941","hasIndication","drug-DB14574","0.0"
"s-19147","disease-DS013211","hasIndication","drug-DB08163","0.0"
"s-23909","drug-DB06902","hasCommonIndication","drug-DB08621","0.0"
"s-22426","drug-DB06211","hasCommonIndication","drug-DB00467","1.0"
"s-05816","drug-DB01338","interactsWith","drug-DB01156","1.0"
"s-17866","disease-DS002721","hasIndication","drug-DB02397","0.0"
"s-04333","drug-DB04376","hasCommonProducer","drug-DB14217","0.0"
"s-16383","disease-DS007550","hasIndication","drug-DB00136","1.0"
"s-14889","drug-DB11209","hasSameState","drug-DB14636","0.0"
"s-02839","drug-DB07701","hasCommonProducer","drug-DB00080","0.0"
"s-09552","drug-DB08355","interactsWith","drug-DB01182","0.0"
"s-01356","drug-DB10808","hasCommonProducer","drug-DB11025","1.0"
"s-09339","drug-DB11661","interactsWith","drug-DB01156","0.0"
"s-15712","disease-DS003183","hasIndication","drug-DB00138","1.0"
"s-24881","drug-DB02446","hasCommonIndication","drug-DB08152","0.0"
"s-24668","drug-DB08463","hasCommonIndication","drug-DB07099","0.0"
"s-14016","drug-DB08809","hasSameState","drug-DB11787","0.0"
"s-11135","drug-DB14443","hasSameState","drug-DB07245","1.0"
"s-23185","drug-DB04880","hasCommonIndication","drug-DB03328","0.0"
"s-06575","drug-DB08940","interactsWith","drug-DB12545","1.0"
"s-12735","drug-DB13891","hasSameState","drug-DB01756","0.0"
"s-05092","drug-DB00580","interactsWith","drug-DB13185","1.0"
"s-19235","disease-DS008972","hasIndication","drug-DB03781","0.0"
"s-03598","drug-DB00344","hasCommonProducer","drug-DB09263","0.0"
"s-22514","drug-DB11962","hasCommonIndication","drug-DB04930","0.0"
"s-05904","drug-DB00312","interactsWith","drug-DB01590","1.0"
"s-17954","disease-DS010407","hasIndication","drug-DB02228","0.0"
"s-21031","drug-DB00860","hasCommonIndication","drug-DB00006","1.0"
"s-04421","drug-DB12689","hasCommonProducer","drug-DB08949","0.0"
"s-16471","disease-DS002873","hasIndication","drug-DB06311","1.0"
"s-04208","drug-DB03540","hasCommonProducer","drug-DB02733","0.0"
"s-16258","disease-DS002966","hasIndication","drug-DB05835","1.0"
"s-14977","drug-DB11945","hasSameState","drug-DB14144","0.0"
"s-02927","drug-DB00937","hasCommonProducer","drug-DB11653","0.0"
"s-09640","drug-DB00799","interactsWith","drug-DB09073","0.0"
"s-01444","drug-DB09543","hasCommonProducer","drug-DB14156","1.0"
"s-09427","drug-DB02828","interactsWith","drug-DB00598","0.0"
"s-13494","drug-DB01270","hasSameState","drug-DB03999","0.0"
"s-15800","disease-DS008488","hasIndication","drug-DB05056","1.0"
"s-24756","drug-DB14465","hasCommonIndication","drug-DB09326","0.0"
"s-14104","drug-DB00033","hasSameState","drug-DB02067","0.0"
"s-11223","drug-DB05368","hasSameState","drug-DB07581","1.0"
"s-23273","drug-DB07249","hasCommonIndication","drug-DB10577","0.0"
"s-06663","drug-DB00177","interactsWith","drug-DB13374","1.0"
"s-12823","drug-DB10831","hasSameState","drug-DB01676","0.0"
"s-05180","drug-DB04070","interactsWith","drug-DB08971","1.0"
"s-21992","drug-DB06742","hasCommonIndication","drug-DB06403","1.0"
"s-19323","disease-DS010251","hasIndication","drug-DB05586","0.0"
"s-21779","drug-DB00675","hasCommonIndication","drug-DB05485","1.0"
"s-03686","drug-DB12509","hasCommonProducer","drug-DB13925","0.0"
"s-20296","drug-DB05273","hasCommonIndication","drug-DB05412","1.0"
"s-22602","drug-DB10411","hasCommonIndication","drug-DB14046","0.0"
"s-17829","disease-DS013565","hasIndication","drug-DB01205","0.0"
"s-16346","disease-DS003183","hasIndication","drug-DB11131","1.0"
"s-01532","drug-DB11090","hasCommonProducer","drug-DB11092","1.0"
"s-09515","drug-DB10677","interactsWith","drug-DB09483","0.0"
"s-13582","drug-DB10881","hasSameState","drug-DB04289","0.0"
"s-01319","drug-DB14247","hasCommonProducer","drug-DB14248","1.0"
"s-13369","drug-DB13307","hasSameState","drug-DB00647","0.0"
"s-08032","drug-DB04783","interactsWith","drug-DB05016","0.0"
"s-10488","drug-DB14193","hasSameState","drug-DB03466","1.0"
"s-24844","drug-DB11268","hasCommonIndication","drug-DB09236","0.0"
"s-11311","drug-DB05447","hasSameState","drug-DB02044","1.0"
"s-23361","drug-DB10869","hasCommonIndication","drug-DB08614","0.0"
"s-06751","drug-DB00041","interactsWith","drug-DB00359","1.0"
"s-23148","drug-DB08239","hasCommonIndication","drug-DB14283","0.0"
"s-06538","drug-DB09241","interactsWith","drug-DB01104","1.0"
"s-18588","disease-DS006671","hasIndication","drug-DB06706","0.0"
"s-12911","drug-DB13203","hasSameState","drug-DB02927","0.0"
"s-05055","drug-DB13643","interactsWith","drug-DB00450","1.0"
"s-19411","disease-DS009490","hasIndication","drug-DB08221","0.0"
"s-21867","drug-DB05037","hasCommonIndication","drug-DB13915","1.0"
"s-20384","drug-DB11587","hasCommonIndication","drug-DB09488","1.0"
"s-03774","drug-DB00142","hasCommonProducer","drug-DB11592","0.0"
"s-02291","drug-DB11168","hasCommonProducer","drug-DB11169","1.0"
"s-17917","disease-DS009399","hasIndication","drug-DB04135","0.0"
"s-02078","drug-DB00126","hasCommonProducer","drug-DB09325","1.0"
"s-16434","disease-DS001909","hasIndication","drug-DB04552","1.0"
"s-08993","drug-DB02828","interactsWith","drug-DB01587","0.0"
"s-00797","drug-DB00898","hasCommonProducer","drug-DB00635","1.0"
"s-01620","drug-DB10926","hasCommonProducer","drug-DB10351","1.0"
"s-07297","drug-DB02261","interactsWith","drug-DB12455","1.0"
"s-09603","drug-DB03539","interactsWith","drug-DB09079","0.0"
"s-13670","drug-DB11118","hasSameState","drug-DB09516","0.0"
"s-01407","drug-DB10481","hasCommonProducer","drug-DB10738","1.0"
"s-13457","drug-DB10894","hasSameState","drug-DB11776","0.0"
"s-08120","drug-DB00799","interactsWith","drug-DB04066","0.0"
"s-10576","drug-DB04768","hasSameState","drug-DB14172","1.0"
"s-24932","drug-DB02006","hasCommonIndication","drug-DB02676","0.0"
"s-24719","drug-DB02691","hasCommonIndication","drug-DB07514","0.0"
"s-23236","drug-DB00527","hasCommonIndication","drug-DB00266","0.0"
"s-06626","drug-DB08953","interactsWith","drug-DB00973","1.0"
"s-18676","disease-DS000641","hasIndication","drug-DB11176","0.0"
"s-05143","drug-DB01077","interactsWith","drug-DB00742","1.0"
"s-17193","disease-DS000113","hasIndication","drug-DB14201","1.0"
"s-21955","drug-DB09261","hasCommonIndication","drug-DB00682","1.0"
"s-20472","drug-DB00986","hasCommonIndication","drug-DB00753","1.0"
"s-03862","drug-DB11792","hasCommonProducer","drug-DB06549","0.0"
"s-20259","drug-DB05110","hasCommonIndication","drug-DB00615","1.0"
"s-03649","drug-DB08185","hasCommonProducer","drug-DB00006","0.0"
"s-15699","disease-DS007148","hasIndication","drug-DB09296","1.0"
"s-02166","drug-DB01390","hasCommonProducer","drug-DB10651","1.0"
"s-16522","disease-DS004756","hasIndication","drug-DB00477","1.0"
"s-16309","disease-DS007949","hasIndication","drug-DB09147","1.0"
"s-00885","drug-DB09301","hasCommonProducer","drug-DB14090","1.0"
"s-08868","drug-DB13950","interactsWith","drug-DB00548","0.0"
"s-07385","drug-DB09274","interactsWith","drug-DB08931","1.0"
"s-13545","drug-DB10909","hasSameState","drug-DB03650","0.0"
"s-10664","drug-DB11765","hasSameState","drug-DB04433","1.0"
"s-00012","drug-DB10373","hasCommonProducer","drug-DB10719","1.0"
"s-12062","drug-DB13977","hasSameState","drug-DB07776","1.0"
"s-24807","drug-DB08581","hasCommonIndication","drug-DB03752","0.0"
"s-23324","drug-DB08150","hasCommonIndication","drug-DB01201","0.0"
"s-06714","drug-DB01217","interactsWith","drug-DB00787","1.0"
"s-18764","disease-DS002778","hasIndication","drug-DB11928","0.0"
"s-05231","drug-DB09418","interactsWith","drug-DB00017","1.0"
"s-17281","disease-DS004848","hasIndication","drug-DB14007","1.0"
"s-05018","drug-DB12943","interactsWith","drug-DB13954","1.0"
"s-17068","disease-DS004819","hasIndication","drug-DB00768","1.0"
"s-20560","drug-DB12141","hasCommonIndication","drug-DB01177","1.0"
"s-03950","drug-DB02381","hasCommonProducer","drug-DB02565","0.0"
"s-20347","drug-DB06614","hasCommonIndication","drug-DB00978","1.0"
"s-03737","drug-DB13952","hasCommonProducer","drug-DB00441","0.0"
"s-15787","disease-DS008944","hasIndication","drug-DB04575","1.0"
"s-02254","drug-DB09153","hasCommonProducer","drug-DB03166","1.0"
"s-16610","disease-DS002884","hasIndication","drug-DB03348","1.0"
"s-00973","drug-DB00668","hasCommonProducer","drug-DB01085","1.0"
"s-08956","drug-DB06812","interactsWith","drug-DB01191","0.0"
"s-24083","drug-DB03073","hasCommonIndication","drug-DB00217","0.0"
"s-07473","drug-DB00321","interactsWith","drug-DB12704","1.0"
"s-13633","drug-DB10853","hasSameState","drug-DB03685","0.0"
"s-10752","drug-DB02696","hasSameState","drug-DB02033","1.0"
"s-00100","drug-DB00332","hasCommonProducer","drug-DB01001","1.0"
"s-12150","drug-DB07812","hasSameState","drug-DB14695","1.0"
"s-10539","drug-DB05790","hasSameState","drug-DB13257","1.0"
"s-22589","drug-DB01057","hasCommonIndication","drug-DB02777","0.0"
"s-05979","drug-DB13014","interactsWith","drug-DB08971","1.0"
"s-04496","drug-DB00117","hasCommonProducer","drug-DB14399","0.0"
"s-23412","drug-DB08925","hasCommonIndication","drug-DB07184","0.0"
"s-06802","drug-DB00749","interactsWith","drug-DB06690","1.0"
"s-18852","disease-DS010291","hasIndication","drug-DB12391","0.0"
"s-18639","disease-DS010416","hasIndication","drug-DB04699","0.0"
"s-05106","drug-DB00282","interactsWith","drug-DB04263","1.0"
"s-17156","disease-DS004830","hasIndication","drug-DB14503","1.0"
"s-21918","drug-DB00937","hasCommonIndication","drug-DB01577","1.0"
"s-20435","drug-DB06616","hasCommonIndication","drug-DB12323","1.0"
"s-03825","drug-DB05430","hasCommonProducer","drug-DB11972","0.0"
"s-15875","disease-DS003236","hasIndication","drug-DB05407","1.0"
"s-02342","drug-DB00852","hasCommonProducer","drug-DB00748","1.0"
"s-14392","drug-DB00100","hasSameState","drug-DB13105","0.0"
"s-02129","drug-DB00105","hasCommonProducer","drug-DB00811","1.0"
"s-14179","drug-DB10875","hasSameState","drug-DB00306","0.0"
"s-11298","drug-DB07837","hasSameState","drug-DB13058","1.0"
"s-15002","disease-DS003232","hasIndication","drug-DB08906","1.0"
"s-12898","drug-DB12402","hasSameState","drug-DB13145","0.0"
"s-00848","drug-DB13947","hasCommonProducer","drug-DB13953","1.0"
"s-24171","drug-DB08646","hasCommonIndication","drug-DB04178","0.0"
"s-07561","drug-DB11661","interactsWith","drug-DB00647","0.0"
"s-07348","drug-DB01544","interactsWith","drug-DB11994","1.0"
"s-19398","disease-DS004449","hasIndication","drug-DB07578","0.0"
"s-13721","drug-DB00008","hasSameState","drug-DB02912","0.0"
"s-10840","drug-DB01756","hasSameState","drug-DB11999","1.0"
"s-13508","drug-DB10860","hasSameState","drug-DB00444","0.0"
"s-22890","drug-DB02607","hasCommonIndication","drug-DB01224","0.0"
"s-10627","drug-DB11778","hasSameState","drug-DB09207","1.0"
"s-22677","drug-DB07345","hasCommonIndication","drug-DB06448","0.0"
"s-12025","drug-DB14708","hasSameState","drug-DB05463","1.0"
"s-04584","drug-DB07718","hasCommonProducer","drug-DB10847","0.0"
"s-21194","drug-DB00078","hasCommonIndication","drug-DB00291","1.0"
"s-23500","drug-DB02463","hasCommonIndication","drug-DB14636","0.0"
"s-18940","disease-DS012421","hasIndication","drug-DB11661","0.0"
"s-18727","disease-DS005596","hasIndication","drug-DB03348","0.0"
"s-17244","disease-DS001787","hasIndication","drug-DB00996","1.0"
"s-20523","drug-DB00860","hasCommonIndication","drug-DB00993","1.0"
"s-03913","drug-DB02774","hasCommonProducer","drug-DB06969","0.0"
"s-15963","disease-DS009607","hasIndication","drug-DB01049","1.0"
"s-02430","drug-DB00281","hasCommonProducer","drug-DB06812","1.0"
